sale_date,branch_id,product_id,quantity_sold,price,promo,weekday,month,revenue,cost_price,total_cost,profit,lag_1,lag_7,is_weekend
2023-02-18,store_1,item_2,36,38.55,0,5,2,1387.8,26.99,971.64,416.16,65,51,1
2023-02-19,store_1,item_2,18,30.84,1,6,2,555.12,21.59,388.62,166.5,36,33,1
2023-02-21,store_1,item_2,57,38.55,0,1,2,2197.35,26.99,1538.43,658.92,18,43,0
2023-02-22,store_1,item_2,59,38.55,0,2,2,2274.45,26.99,1592.41,682.04,57,41,0
2023-02-23,store_1,item_2,54,38.55,0,3,2,2081.7,26.99,1457.46,624.24,59,54,0
2023-02-24,store_1,item_2,43,38.55,0,4,2,1657.65,26.99,1160.57,497.08,54,53,0
2023-02-26,store_1,item_2,43,38.55,0,6,2,1657.65,26.99,1160.57,497.08,43,65,1
2023-02-27,store_1,item_2,49,38.55,0,0,2,1888.95,26.99,1322.51,566.44,43,36,0
2023-02-28,store_1,item_2,58,38.55,0,1,2,2235.9,26.99,1565.42,670.48,49,18,0
2023-03-01,store_1,item_2,57,38.55,0,2,3,2197.35,26.99,1538.43,658.92,58,57,0
2023-03-03,store_1,item_2,53,38.55,0,4,3,2043.15,26.99,1430.47,612.68,57,59,0
2023-03-04,store_1,item_2,38,38.55,0,5,3,1464.9,26.99,1025.62,439.28,53,54,1
2023-03-05,store_1,item_2,42,38.55,0,6,3,1619.1,26.99,1133.58,485.52,38,43,1
2023-03-06,store_1,item_2,49,38.55,0,0,3,1888.95,26.99,1322.51,566.44,42,43,0
2023-03-08,store_1,item_2,61,38.55,0,2,3,2351.55,26.99,1646.39,705.16,49,49,0
2023-03-09,store_1,item_2,55,38.55,0,3,3,2120.25,26.99,1484.45,635.8,61,58,0
2023-03-10,store_1,item_2,49,38.55,0,4,3,1888.95,26.99,1322.51,566.44,55,57,0
2023-03-11,store_1,item_2,43,38.55,0,5,3,1657.65,26.99,1160.57,497.08,49,53,1
2023-03-13,store_1,item_2,134,38.55,0,0,3,5165.7,26.99,3616.66,1549.04,43,38,0
2023-03-14,store_1,item_2,24,38.55,0,1,3,925.2,26.99,647.76,277.44,134,42,0
2023-03-15,store_1,item_2,63,38.55,0,2,3,2428.65,26.99,1700.37,728.28,24,49,0
2023-03-16,store_1,item_2,52,38.55,0,3,3,2004.6,26.99,1403.48,601.12,63,61,0
2023-03-18,store_1,item_2,37,38.55,0,5,3,1426.35,26.99,998.63,427.72,52,55,1
2023-03-19,store_1,item_2,45,38.55,0,6,3,1734.75,26.99,1214.55,520.2,37,49,1
2023-03-20,store_1,item_2,53,38.55,0,0,3,2043.15,26.99,1430.47,612.68,45,43,0
2023-03-21,store_1,item_2,93,30.84,1,1,3,2868.12,21.59,2007.87,860.25,53,134,0
2023-03-23,store_1,item_2,57,38.55,0,3,3,2197.35,26.99,1538.43,658.92,93,24,0
2023-03-24,store_1,item_2,50,38.55,0,4,3,1927.5,26.99,1349.5,578.0,57,63,0
2023-03-25,store_1,item_2,60,30.84,1,5,3,1850.4,21.59,1295.4,555.0,50,52,1
2023-03-26,store_1,item_2,62,30.84,1,6,3,1912.08,21.59,1338.58,573.5,60,37,1
2023-03-28,store_1,item_2,58,38.55,0,1,3,2235.9,26.99,1565.42,670.48,62,45,0
2023-03-29,store_1,item_2,59,38.55,0,2,3,2274.45,26.99,1592.41,682.04,58,53,0
2023-03-30,store_1,item_2,54,38.55,0,3,3,2081.7,26.99,1457.46,624.24,59,93,0
2023-03-31,store_1,item_2,50,38.55,0,4,3,1927.5,26.99,1349.5,578.0,54,57,0
2023-04-02,store_1,item_2,44,38.55,0,6,4,1696.2,26.99,1187.56,508.64,50,50,1
2023-04-03,store_1,item_2,50,38.55,0,0,4,1927.5,26.99,1349.5,578.0,44,60,0
2023-04-04,store_1,item_2,58,38.55,0,1,4,2235.9,26.99,1565.42,670.48,50,62,0
2023-04-05,store_1,item_2,62,38.55,0,2,4,2390.1,26.99,1673.38,716.72,58,58,0
2023-04-07,store_1,item_2,49,38.55,0,4,4,1888.95,26.99,1322.51,566.44,62,59,0
2023-04-08,store_1,item_2,66,30.84,1,5,4,2035.44,21.59,1424.94,610.5,49,54,1
2023-04-09,store_1,item_2,63,30.84,1,6,4,1942.92,21.59,1360.17,582.75,66,50,1
2023-04-10,store_1,item_2,54,38.55,0,0,4,2081.7,26.99,1457.46,624.24,63,44,0
2023-04-12,store_1,item_2,68,38.55,0,2,4,2621.4,26.99,1835.32,786.08,54,50,0
2023-04-13,store_1,item_2,53,38.55,0,3,4,2043.15,26.99,1430.47,612.68,68,58,0
2023-04-14,store_1,item_2,49,38.55,0,4,4,1888.95,26.99,1322.51,566.44,53,62,0
2023-04-15,store_1,item_2,38,38.55,0,5,4,1464.9,26.99,1025.62,439.28,49,49,1
2023-04-17,store_1,item_2,56,38.55,0,0,4,2158.8,26.99,1511.44,647.36,38,66,0
2023-04-18,store_1,item_2,57,38.55,0,1,4,2197.35,26.99,1538.43,658.92,56,63,0
2023-04-19,store_1,item_2,68,38.55,0,2,4,2621.4,26.99,1835.32,786.08,57,54,0
2023-04-20,store_1,item_2,55,38.55,0,3,4,2120.25,26.99,1484.45,635.8,68,68,0
2023-04-22,store_1,item_2,124,38.55,0,5,4,4780.2,26.99,3346.76,1433.44,55,53,1
2023-04-23,store_1,item_2,44,38.55,0,6,4,1696.2,26.99,1187.56,508.64,124,49,1
2023-04-24,store_1,item_2,47,38.55,0,0,4,1811.85,26.99,1268.53,543.32,44,38,0
2023-04-25,store_1,item_2,57,38.55,0,1,4,2197.35,26.99,1538.43,658.92,47,56,0
2023-04-27,store_1,item_2,54,38.55,0,3,4,2081.7,26.99,1457.46,624.24,57,57,0
2023-04-28,store_1,item_2,47,38.55,0,4,4,1811.85,26.99,1268.53,543.32,54,68,0
2023-04-29,store_1,item_2,36,38.55,0,5,4,1387.8,26.99,971.64,416.16,47,55,1
2023-04-30,store_1,item_2,41,38.55,0,6,4,1580.55,26.99,1106.59,473.96,36,124,1
2023-05-02,store_1,item_2,83,30.84,1,1,5,2559.72,21.59,1791.97,767.75,41,44,0
2023-05-03,store_1,item_2,62,38.55,0,2,5,2390.1,26.99,1673.38,716.72,83,47,0
2023-05-04,store_1,item_2,55,38.55,0,3,5,2120.25,26.99,1484.45,635.8,62,57,0
2023-05-05,store_1,item_2,68,30.84,1,4,5,2097.12,21.59,1468.12,629.0,55,54,0
2023-05-07,store_1,item_2,40,38.55,0,6,5,1542.0,26.99,1079.6,462.4,68,47,1
2023-05-08,store_1,item_2,48,38.55,0,0,5,1850.4,26.99,1295.52,554.88,40,36,0
2023-05-09,store_1,item_2,88,30.84,1,1,5,2713.92,21.59,1899.92,814.0,48,41,0
2023-05-10,store_1,item_2,87,30.84,1,2,5,2683.08,21.59,1878.33,804.75,88,83,0
2023-05-12,store_1,item_2,46,38.55,0,4,5,1773.3,26.99,1241.54,531.76,87,62,0
2023-05-13,store_1,item_2,38,38.55,0,5,5,1464.9,26.99,1025.62,439.28,46,55,1
2023-05-14,store_1,item_2,65,30.84,1,6,5,2004.6,21.59,1403.35,601.25,38,68,1
2023-05-15,store_1,item_2,75,30.84,1,0,5,2313.0,21.59,1619.25,693.75,65,40,0
2023-05-17,store_1,item_2,55,38.55,0,2,5,2120.25,26.99,1484.45,635.8,75,48,0
2023-05-18,store_1,item_2,52,38.55,0,3,5,2004.6,26.99,1403.48,601.12,55,88,0
2023-05-19,store_1,item_2,39,38.55,0,4,5,1503.45,26.99,1052.61,450.84,52,87,0
2023-05-20,store_1,item_2,45,38.55,0,5,5,1734.75,26.99,1214.55,520.2,39,46,1
2023-05-22,store_1,item_2,48,38.55,0,0,5,1850.4,26.99,1295.52,554.88,45,38,0
2023-05-23,store_1,item_2,54,38.55,0,1,5,2081.7,26.99,1457.46,624.24,48,65,0
2023-05-24,store_1,item_2,83,30.84,1,2,5,2559.72,21.59,1791.97,767.75,54,75,0
2023-05-25,store_1,item_2,45,38.55,0,3,5,1734.75,26.99,1214.55,520.2,83,55,0
2023-05-27,store_1,item_2,43,38.55,0,5,5,1657.65,26.99,1160.57,497.08,45,52,1
2023-05-28,store_1,item_2,64,30.84,1,6,5,1973.76,21.59,1381.76,592.0,43,39,1
2023-05-29,store_1,item_2,45,38.55,0,0,5,1734.75,26.99,1214.55,520.2,64,45,0
2023-05-30,store_1,item_2,56,38.55,0,1,5,2158.8,26.99,1511.44,647.36,45,48,0
2023-06-01,store_1,item_2,52,38.55,0,3,6,2004.6,26.99,1403.48,601.12,56,54,0
2023-06-02,store_1,item_2,38,38.55,0,4,6,1464.9,26.99,1025.62,439.28,52,83,0
2023-06-03,store_1,item_2,31,38.55,0,5,6,1195.05,26.99,836.69,358.36,38,45,1
2023-06-04,store_1,item_2,61,30.84,1,6,6,1881.24,21.59,1316.99,564.25,31,43,1
2023-06-06,store_1,item_2,52,38.55,0,1,6,2004.6,26.99,1403.48,601.12,61,64,0
2023-06-07,store_1,item_2,53,38.55,0,2,6,2043.15,26.99,1430.47,612.68,52,45,0
2023-06-08,store_1,item_2,47,38.55,0,3,6,1811.85,26.99,1268.53,543.32,53,56,0
2023-06-09,store_1,item_2,42,38.55,0,4,6,1619.1,26.99,1133.58,485.52,47,52,0
2023-06-11,store_1,item_2,38,38.55,0,6,6,1464.9,26.99,1025.62,439.28,42,38,1
2023-06-12,store_1,item_2,44,38.55,0,0,6,1696.2,26.99,1187.56,508.64,38,31,0
2023-06-13,store_1,item_2,57,38.55,0,1,6,2197.35,26.99,1538.43,658.92,44,61,0
2023-06-14,store_1,item_2,48,38.55,0,2,6,1850.4,26.99,1295.52,554.88,57,52,0
2023-06-16,store_1,item_2,60,30.84,1,4,6,1850.4,21.59,1295.4,555.0,48,53,0
2023-06-17,store_1,item_2,34,38.55,0,5,6,1310.7,26.99,917.66,393.04,60,47,1
2023-06-18,store_1,item_2,71,38.55,0,6,6,2737.05,26.99,1916.29,820.76,34,42,1
2023-06-19,store_1,item_2,46,38.55,0,0,6,1773.3,26.99,1241.54,531.76,71,38,0
2023-06-21,store_1,item_2,47,38.55,0,2,6,1811.85,26.99,1268.53,543.32,46,44,0
2023-06-22,store_1,item_2,47,38.55,0,3,6,1811.85,26.99,1268.53,543.32,47,57,0
2023-06-23,store_1,item_2,43,38.55,0,4,6,1657.65,26.99,1160.57,497.08,47,48,0
2023-06-24,store_1,item_2,33,38.55,0,5,6,1272.15,26.99,890.67,381.48,43,60,1
2023-06-26,store_1,item_2,46,38.55,0,0,6,1773.3,26.99,1241.54,531.76,33,34,0
2023-06-27,store_1,item_2,45,38.55,0,1,6,1734.75,26.99,1214.55,520.2,46,71,0
2023-06-28,store_1,item_2,54,38.55,0,2,6,2081.7,26.99,1457.46,624.24,45,46,0
2023-06-29,store_1,item_2,47,38.55,0,3,6,1811.85,26.99,1268.53,543.32,54,47,0
2023-07-01,store_1,item_2,30,38.55,0,5,7,1156.5,26.99,809.7,346.8,47,47,1
2023-07-02,store_1,item_2,32,38.55,0,6,7,1233.6,26.99,863.68,369.92,30,43,1
2023-07-03,store_1,item_2,34,38.55,0,0,7,1310.7,26.99,917.66,393.04,32,33,0
2023-07-04,store_1,item_2,47,38.55,0,1,7,1811.85,26.99,1268.53,543.32,34,46,0
2023-07-06,store_1,item_2,43,38.55,0,3,7,1657.65,26.99,1160.57,497.08,47,45,0
2023-07-07,store_1,item_2,50,30.84,1,4,7,1542.0,21.59,1079.5,462.5,43,54,0
2023-07-08,store_1,item_2,34,38.55,0,5,7,1310.7,26.99,917.66,393.04,50,47,1
2023-07-09,store_1,item_2,35,38.55,0,6,7,1349.25,26.99,944.65,404.6,34,30,1
2023-07-11,store_1,item_2,45,38.55,0,1,7,1734.75,26.99,1214.55,520.2,35,32,0
2023-07-12,store_1,item_2,46,38.55,0,2,7,1773.3,26.99,1241.54,531.76,45,34,0
2023-07-13,store_1,item_2,46,38.55,0,3,7,1773.3,26.99,1241.54,531.76,46,47,0
2023-07-14,store_1,item_2,31,38.55,0,4,7,1195.05,26.99,836.69,358.36,46,43,0
2023-07-16,store_1,item_2,29,38.55,0,6,7,1117.95,26.99,782.71,335.24,31,50,1
2023-07-17,store_1,item_2,37,38.55,0,0,7,1426.35,26.99,998.63,427.72,29,34,0
2023-07-18,store_1,item_2,44,38.55,0,1,7,1696.2,26.99,1187.56,508.64,37,35,0
2023-07-19,store_1,item_2,42,38.55,0,2,7,1619.1,26.99,1133.58,485.52,44,45,0
2023-07-21,store_1,item_2,36,38.55,0,4,7,1387.8,26.99,971.64,416.16,42,46,0
2023-07-22,store_1,item_2,33,38.55,0,5,7,1272.15,26.99,890.67,381.48,36,46,1
2023-07-23,store_1,item_2,32,38.55,0,6,7,1233.6,26.99,863.68,369.92,33,31,1
2023-07-24,store_1,item_2,35,38.55,0,0,7,1349.25,26.99,944.65,404.6,32,29,0
2023-07-26,store_1,item_2,44,38.55,0,2,7,1696.2,26.99,1187.56,508.64,35,37,0
2023-07-27,store_1,item_2,39,38.55,0,3,7,1503.45,26.99,1052.61,450.84,44,44,0
2023-07-28,store_1,item_2,27,38.55,0,4,7,1040.85,26.99,728.73,312.12,39,42,0
2023-07-29,store_1,item_2,30,38.55,0,5,7,1156.5,26.99,809.7,346.8,27,36,1
2023-07-31,store_1,item_2,30,38.55,0,0,7,1156.5,26.99,809.7,346.8,30,33,0
2023-08-01,store_1,item_2,35,38.55,0,1,8,1349.25,26.99,944.65,404.6,30,32,0
2023-08-02,store_1,item_2,40,38.55,0,2,8,1542.0,26.99,1079.6,462.4,35,35,0
2023-08-03,store_1,item_2,34,38.55,0,3,8,1310.7,26.99,917.66,393.04,40,44,0
2023-08-05,store_1,item_2,26,38.55,0,5,8,1002.3,26.99,701.74,300.56,34,39,1
2023-08-06,store_1,item_2,27,38.55,0,6,8,1040.85,26.99,728.73,312.12,26,27,1
2023-08-07,store_1,item_2,33,38.55,0,0,8,1272.15,26.99,890.67,381.48,27,30,0
2023-08-08,store_1,item_2,55,30.84,1,1,8,1696.2,21.59,1187.45,508.75,33,30,0
2023-08-10,store_1,item_2,37,38.55,0,3,8,1426.35,26.99,998.63,427.72,55,35,0
2023-08-11,store_1,item_2,28,38.55,0,4,8,1079.4,26.99,755.72,323.68,37,40,0
2023-08-12,store_1,item_2,39,30.84,1,5,8,1202.76,21.59,842.01,360.75,28,34,1
2023-08-13,store_1,item_2,31,38.55,0,6,8,1195.05,26.99,836.69,358.36,39,26,1
2023-08-15,store_1,item_2,33,38.55,0,1,8,1272.15,26.99,890.67,381.48,31,27,0
2023-08-16,store_1,item_2,35,38.55,0,2,8,1349.25,26.99,944.65,404.6,33,33,0
2023-08-17,store_1,item_2,32,38.55,0,3,8,1233.6,26.99,863.68,369.92,35,55,0
2023-08-18,store_1,item_2,27,38.55,0,4,8,1040.85,26.99,728.73,312.12,32,37,0
2023-08-20,store_1,item_2,26,38.55,0,6,8,1002.3,26.99,701.74,300.56,27,28,1
2023-08-21,store_1,item_2,49,30.84,1,0,8,1511.16,21.59,1057.91,453.25,26,39,0
2023-08-22,store_1,item_2,39,38.55,0,1,8,1503.45,26.99,1052.61,450.84,49,31,0
2023-08-23,store_1,item_2,54,30.84,1,2,8,1665.36,21.59,1165.86,499.5,39,33,0
2023-08-25,store_1,item_2,25,38.55,0,4,8,963.75,26.99,674.75,289.0,54,35,0
2023-08-26,store_1,item_2,23,38.55,0,5,8,886.65,26.99,620.77,265.88,25,32,1
2023-08-27,store_1,item_2,22,38.55,0,6,8,848.1,26.99,593.78,254.32,23,27,1
2023-08-28,store_1,item_2,34,38.55,0,0,8,1310.7,26.99,917.66,393.04,22,26,0
2023-08-30,store_1,item_2,38,38.55,0,2,8,1464.9,26.99,1025.62,439.28,34,49,0
2023-08-31,store_1,item_2,28,38.55,0,3,8,1079.4,26.99,755.72,323.68,38,39,0
2023-09-01,store_1,item_2,29,38.55,0,4,9,1117.95,26.99,782.71,335.24,28,54,0
2023-09-02,store_1,item_2,24,38.55,0,5,9,925.2,26.99,647.76,277.44,29,25,1
2023-09-04,store_1,item_2,26,38.55,0,0,9,1002.3,26.99,701.74,300.56,24,23,0
2023-09-05,store_1,item_2,49,30.84,1,1,9,1511.16,21.59,1057.91,453.25,26,22,0
2023-09-06,store_1,item_2,34,38.55,0,2,9,1310.7,26.99,917.66,393.04,49,34,0
2023-09-07,store_1,item_2,31,38.55,0,3,9,1195.05,26.99,836.69,358.36,34,38,0
2023-09-09,store_1,item_2,23,38.55,0,5,9,886.65,26.99,620.77,265.88,31,28,1
2023-09-10,store_1,item_2,36,30.84,1,6,9,1110.24,21.59,777.24,333.0,23,29,1
2023-09-11,store_1,item_2,23,38.55,0,0,9,886.65,26.99,620.77,265.88,36,24,0
2023-09-12,store_1,item_2,36,38.55,0,1,9,1387.8,26.99,971.64,416.16,23,26,0
2023-09-14,store_1,item_2,32,38.55,0,3,9,1233.6,26.99,863.68,369.92,36,49,0
2023-09-15,store_1,item_2,36,30.84,1,4,9,1110.24,21.59,777.24,333.0,32,34,0
2023-09-16,store_1,item_2,20,38.55,0,5,9,771.0,26.99,539.8,231.2,36,31,1
2023-09-17,store_1,item_2,26,38.55,0,6,9,1002.3,26.99,701.74,300.56,20,23,1
2023-09-19,store_1,item_2,32,38.55,0,1,9,1233.6,26.99,863.68,369.92,26,36,0
2023-09-20,store_1,item_2,36,38.55,0,2,9,1387.8,26.99,971.64,416.16,32,23,0
2023-09-21,store_1,item_2,25,38.55,0,3,9,963.75,26.99,674.75,289.0,36,36,0
2023-09-22,store_1,item_2,28,38.55,0,4,9,1079.4,26.99,755.72,323.68,25,32,0
2023-09-24,store_1,item_2,21,38.55,0,6,9,809.55,26.99,566.79,242.76,28,36,1
2023-09-25,store_1,item_2,24,38.55,0,0,9,925.2,26.99,647.76,277.44,21,20,0
2023-09-26,store_1,item_2,33,38.55,0,1,9,1272.15,26.99,890.67,381.48,24,26,0
2023-09-27,store_1,item_2,55,30.84,1,2,9,1696.2,21.59,1187.45,508.75,33,32,0
2023-09-29,store_1,item_2,23,38.55,0,4,9,886.65,26.99,620.77,265.88,55,36,0
2023-09-30,store_1,item_2,23,38.55,0,5,9,886.65,26.99,620.77,265.88,23,25,1
2023-10-01,store_1,item_2,29,38.55,0,6,10,1117.95,26.99,782.71,335.24,23,28,1
2023-10-02,store_1,item_2,30,38.55,0,0,10,1156.5,26.99,809.7,346.8,29,21,0
2023-10-04,store_1,item_2,38,38.55,0,2,10,1464.9,26.99,1025.62,439.28,30,24,0
2023-10-05,store_1,item_2,32,38.55,0,3,10,1233.6,26.99,863.68,369.92,38,33,0
2023-10-06,store_1,item_2,24,38.55,0,4,10,925.2,26.99,647.76,277.44,32,55,0
2023-10-07,store_1,item_2,18,38.55,0,5,10,693.9,26.99,485.82,208.08,24,23,1
2023-10-09,store_1,item_2,25,38.55,0,0,10,963.75,26.99,674.75,289.0,18,23,0
2023-10-10,store_1,item_2,35,38.55,0,1,10,1349.25,26.99,944.65,404.6,25,29,0
2023-10-11,store_1,item_2,37,38.55,0,2,10,1426.35,26.99,998.63,427.72,35,30,0
2023-10-12,store_1,item_2,32,38.55,0,3,10,1233.6,26.99,863.68,369.92,37,38,0
2023-10-14,store_1,item_2,29,38.55,0,5,10,1117.95,26.99,782.71,335.24,32,32,1
2023-10-15,store_1,item_2,23,38.55,0,6,10,886.65,26.99,620.77,265.88,29,24,1
2023-10-16,store_1,item_2,31,38.55,0,0,10,1195.05,26.99,836.69,358.36,23,18,0
2023-10-17,store_1,item_2,34,38.55,0,1,10,1310.7,26.99,917.66,393.04,31,25,0
2023-10-19,store_1,item_2,33,38.55,0,3,10,1272.15,26.99,890.67,381.48,34,35,0
2023-10-20,store_1,item_2,25,38.55,0,4,10,963.75,26.99,674.75,289.0,33,37,0
2023-10-21,store_1,item_2,27,38.55,0,5,10,1040.85,26.99,728.73,312.12,25,32,1
2023-10-22,store_1,item_2,20,38.55,0,6,10,771.0,26.99,539.8,231.2,27,29,1
2023-10-24,store_1,item_2,38,38.55,0,1,10,1464.9,26.99,1025.62,439.28,20,23,0
2023-10-25,store_1,item_2,55,30.84,1,2,10,1696.2,21.59,1187.45,508.75,38,31,0
2023-10-26,store_1,item_2,40,38.55,0,3,10,1542.0,26.99,1079.6,462.4,55,34,0
2023-10-27,store_1,item_2,57,38.55,0,4,10,2197.35,26.99,1538.43,658.92,40,33,0
2023-10-29,store_1,item_2,20,38.55,0,6,10,771.0,26.99,539.8,231.2,57,25,1
2023-10-30,store_1,item_2,41,30.84,1,0,10,1264.44,21.59,885.19,379.25,20,27,0
2023-10-31,store_1,item_2,38,38.55,0,1,10,1464.9,26.99,1025.62,439.28,41,20,0
2023-11-01,store_1,item_2,49,30.84,1,2,11,1511.16,21.59,1057.91,453.25,38,38,0
2023-11-03,store_1,item_2,31,38.55,0,4,11,1195.05,26.99,836.69,358.36,49,55,0
2023-11-04,store_1,item_2,26,38.55,0,5,11,1002.3,26.99,701.74,300.56,31,40,1
2023-11-05,store_1,item_2,26,38.55,0,6,11,1002.3,26.99,701.74,300.56,26,57,1
2023-11-06,store_1,item_2,30,38.55,0,0,11,1156.5,26.99,809.7,346.8,26,20,0
2023-11-08,store_1,item_2,57,30.84,1,2,11,1757.88,21.59,1230.63,527.25,30,41,0
2023-11-09,store_1,item_2,32,38.55,0,3,11,1233.6,26.99,863.68,369.92,57,38,0
2023-11-10,store_1,item_2,30,38.55,0,4,11,1156.5,26.99,809.7,346.8,32,49,0
2023-11-11,store_1,item_2,29,38.55,0,5,11,1117.95,26.99,782.71,335.24,30,31,1
2023-11-13,store_1,item_2,98,38.55,0,0,11,3777.9,26.99,2645.02,1132.88,29,26,0
2023-11-14,store_1,item_2,38,38.55,0,1,11,1464.9,26.99,1025.62,439.28,98,26,0
2023-11-15,store_1,item_2,59,30.84,1,2,11,1819.56,21.59,1273.81,545.75,38,30,0
2023-11-16,store_1,item_2,38,38.55,0,3,11,1464.9,26.99,1025.62,439.28,59,57,0
2023-11-18,store_1,item_2,25,38.55,0,5,11,963.75,26.99,674.75,289.0,38,32,1
2023-11-19,store_1,item_2,26,38.55,0,6,11,1002.3,26.99,701.74,300.56,25,30,1
2023-11-20,store_1,item_2,47,30.84,1,0,11,1449.48,21.59,1014.73,434.75,26,29,0
2023-11-21,store_1,item_2,33,38.55,0,1,11,1272.15,26.99,890.67,381.48,47,98,0
2023-11-23,store_1,item_2,40,38.55,0,3,11,1542.0,26.99,1079.6,462.4,33,38,0
2023-11-24,store_1,item_2,26,38.55,0,4,11,1002.3,26.99,701.74,300.56,40,59,0
2023-11-25,store_1,item_2,32,38.55,0,5,11,1233.6,26.99,863.68,369.92,26,38,1
2023-11-26,store_1,item_2,31,38.55,0,6,11,1195.05,26.99,836.69,358.36,32,25,1
2023-11-28,store_1,item_2,42,38.55,0,1,11,1619.1,26.99,1133.58,485.52,31,26,0
2023-11-29,store_1,item_2,42,38.55,0,2,11,1619.1,26.99,1133.58,485.52,42,47,0
2023-11-30,store_1,item_2,34,38.55,0,3,11,1310.7,26.99,917.66,393.04,42,33,0
2023-12-01,store_1,item_2,32,38.55,0,4,12,1233.6,26.99,863.68,369.92,34,40,0
2023-12-03,store_1,item_2,32,38.55,0,6,12,1233.6,26.99,863.68,369.92,32,26,1
2023-12-04,store_1,item_2,33,38.55,0,0,12,1272.15,26.99,890.67,381.48,32,32,0
2023-12-05,store_1,item_2,41,38.55,0,1,12,1580.55,26.99,1106.59,473.96,33,31,0
2023-12-06,store_1,item_2,42,38.55,0,2,12,1619.1,26.99,1133.58,485.52,41,42,0
2023-12-08,store_1,item_2,55,30.84,1,4,12,1696.2,21.59,1187.45,508.75,42,42,0
2023-12-09,store_1,item_2,29,38.55,0,5,12,1117.95,26.99,782.71,335.24,55,34,1
2023-12-10,store_1,item_2,35,38.55,0,6,12,1349.25,26.99,944.65,404.6,29,32,1
2023-12-11,store_1,item_2,38,38.55,0,0,12,1464.9,26.99,1025.62,439.28,35,32,0
2023-12-13,store_1,item_2,43,38.55,0,2,12,1657.65,26.99,1160.57,497.08,38,33,0
2023-12-14,store_1,item_2,43,38.55,0,3,12,1657.65,26.99,1160.57,497.08,43,41,0
2023-12-15,store_1,item_2,51,30.84,1,4,12,1572.84,21.59,1101.09,471.75,43,42,0
2023-12-16,store_1,item_2,21,38.55,0,5,12,809.55,26.99,566.79,242.76,51,55,1
2023-12-18,store_1,item_2,40,38.55,0,0,12,1542.0,26.99,1079.6,462.4,21,29,0
2023-12-19,store_1,item_2,46,38.55,0,1,12,1773.3,26.99,1241.54,531.76,40,35,0
2023-12-20,store_1,item_2,42,38.55,0,2,12,1619.1,26.99,1133.58,485.52,46,38,0
2023-12-21,store_1,item_2,43,38.55,0,3,12,1657.65,26.99,1160.57,497.08,42,43,0
2023-12-23,store_1,item_2,32,38.55,0,5,12,1233.6,26.99,863.68,369.92,43,43,1
2023-12-24,store_1,item_2,36,38.55,0,6,12,1387.8,26.99,971.64,416.16,32,51,1
2023-12-25,store_1,item_2,42,38.55,0,0,12,1619.1,26.99,1133.58,485.52,36,21,0
2023-12-26,store_1,item_2,46,38.55,0,1,12,1773.3,26.99,1241.54,531.76,42,40,0
2023-12-28,store_1,item_2,47,38.55,0,3,12,1811.85,26.99,1268.53,543.32,46,46,0
2023-12-29,store_1,item_2,38,38.55,0,4,12,1464.9,26.99,1025.62,439.28,47,42,0
2023-12-30,store_1,item_2,29,38.55,0,5,12,1117.95,26.99,782.71,335.24,38,43,1
2023-12-31,store_1,item_2,35,38.55,0,6,12,1349.25,26.99,944.65,404.6,29,32,1
2023-01-01,store_2,item_2,32,38.55,0,6,1,1233.6,26.99,863.68,369.92,0,0,1
2023-01-06,store_2,item_2,38,38.55,0,4,1,1464.9,26.99,1025.62,439.28,32,0,0
2023-01-11,store_2,item_2,71,30.84,1,2,1,2189.64,21.59,1532.89,656.75,38,0,0
2023-01-16,store_2,item_2,37,38.55,0,0,1,1426.35,26.99,998.63,427.72,71,0,0
2023-01-21,store_2,item_2,32,38.55,0,5,1,1233.6,26.99,863.68,369.92,37,0,1
2023-01-26,store_2,item_2,50,38.55,0,3,1,1927.5,26.99,1349.5,578.0,32,0,0
2023-01-31,store_2,item_2,93,38.55,0,1,1,3585.15,26.99,2510.07,1075.08,50,0,0
2023-02-05,store_2,item_2,37,38.55,0,6,2,1426.35,26.99,998.63,427.72,93,32,1
2023-02-10,store_2,item_2,56,30.84,1,4,2,1727.04,21.59,1209.04,518.0,37,38,0
2023-02-15,store_2,item_2,81,30.84,1,2,2,2498.04,21.59,1748.79,749.25,56,71,0
2023-02-20,store_2,item_2,42,38.55,0,0,2,1619.1,26.99,1133.58,485.52,81,37,0
2023-02-25,store_2,item_2,42,38.55,0,5,2,1619.1,26.99,1133.58,485.52,42,32,1
2023-03-02,store_2,item_2,49,38.55,0,3,3,1888.95,26.99,1322.51,566.44,42,50,0
2023-03-07,store_2,item_2,77,30.84,1,1,3,2374.68,21.59,1662.43,712.25,49,93,0
2023-03-12,store_2,item_2,41,38.55,0,6,3,1580.55,26.99,1106.59,473.96,77,37,1
2023-03-17,store_2,item_2,42,38.55,0,4,3,1619.1,26.99,1133.58,485.52,41,56,0
2023-03-22,store_2,item_2,56,38.55,0,2,3,2158.8,26.99,1511.44,647.36,42,81,0
2023-03-27,store_2,item_2,45,38.55,0,0,3,1734.75,26.99,1214.55,520.2,56,42,0
2023-04-01,store_2,item_2,57,30.84,1,5,4,1757.88,21.59,1230.63,527.25,45,42,1
2023-04-06,store_2,item_2,52,38.55,0,3,4,2004.6,26.99,1403.48,601.12,57,49,0
2023-04-11,store_2,item_2,52,38.55,0,1,4,2004.6,26.99,1403.48,601.12,52,77,0
